name,price,old orice,sales,url,image,productInformation,fullDescription,color,Product details,left,rating,brand,is_best_seller,new release,productCategory
OPPO A54s - 128GB/4GB - 6.51 Inch - Crystal Black,"EGP 6,000.00","EGP 6,000.00",5%,https://www.jumia.com.eg/oppo-a54s-128gb4gb-6.51-inch-crystal-black-39820947.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/74/902893/1.jpg?5124,SKU: LO766MP18LFFXNAFAMZ Model: A54s Production Country: China Color: Crystal black,4GB 128GB 6.51 inch  crystal black,Color: Crystal black,"  NETWORK Technology :  GSM / HSPA / LTE   BODY :  Dimensions 163.6 x 75.7 x 8.4 mm (6.44 x 2.98 x 0.33 in) Weight 192 g (6.77 oz)   SIM :  Dual SIM (Nano-SIM, dual stand-by)   DISPLAY Type :  IPS LCD Size 6.51 inches, 102.3 cm2 (~82.6% screen-to-body ratio) Resolution 720 x 1600 pixels, 20:9 ratio (~270 ppi density)   PLATFORM :  OS Android 10, ColorOS 7.2 Chipset Mediatek MT6765 Helio P35 (12nm) CPU Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53) GPU PowerVR GE8320   MEMORY :  Card slot microSDXC (dedicated slot)   Internal :  128GB 6GB RAM,   MAIN CAMERA :  Triple 13 MP, f/2.2, 25mm (wide), 1/3.06"", 1.12µm, PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth) Features LED flash, HDR, panorama Video 1080p@30fps   SELFIE CAMERA :  Single 16 MP, f/2.0, (wide), 1/3.06"", 1.0µm Features HDR Video 1080p@30fps   SOUND :  Loudspeaker Yes 3.5mm jack Yes   COMMS WLAN :  Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot Bluetooth 5.0, A2DP, LE, aptX HD GPS Yes, with A-GPS, GLONASS, GALILEO, BDS Radio FM radio USB USB Type-C 2.0, USB On-The-Go   FEATURES :  Sensors Fingerprint (side-mounted), accelerometer, proximity, compass   BATTERY :  Li-Po 5000 mAh, non-removable   Charging :  Fast charging 18W",3 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Contrast Color Leather Case For Realme 10 Pro 5G,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-contrast-color-leather-case-for-realme-10-pro-5g-38250002.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/20/005283/1.jpg?2769,SKU: OP872EA0BWS6BNAFAMZ Model: B17629FQT=EDA004144703F Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Blue + Grey Main Material: Multi-Material,Contrast Color Leather Case For Realme 10 Pro 5G Contrast Color Leather Case For Realme 10 Pro 5G Contrast Color Leather Case For Realme 10 Pro 5G Contrast Color Leather Case For Realme 10 Pro 5G Contrast Color Leather Case For Realme 10 Pro 5G,Size (L x W x H cm): 20 x 16 x 1cm,"  Contrast Color Leather Case For Realme 10 Pro 5G 1. Made of PU leather and TPU material, it may work for a long time. 2. It adequately protects devices from the normal scratches, dirt, tear and wear. 3. Holder design makes horizontal viewing more convenient. 4. With card slots and wallet, practical and functional. 5. Access to all ports and buttons easily without removing the case.  Note: The actual product is subject to the title model, the model hine of the picture is only for effect reference.   ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Stitching Skin Feel PU Case For OPPO A96 5G,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-stitching-skin-feel-pu-case-for-oppo-a96-5g-34758720.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/02/785743/1.jpg?6391,SKU: OP872EA01NPHRNAFAMZ Model: B17629AC0=EDA003037107B Production Country: China Size (L x W x H cm): 20 x 16 x 2cm Color: Blue Main Material: Multi-Material,Stitching Skin Feel PU Case For OPPO A96 5G Stitching Skin Feel PU Case For OPPO A96 5G Stitching Skin Feel PU Case For OPPO A96 5G Stitching Skin Feel PU Case For OPPO A96 5G Stitching Skin Feel PU Case For OPPO A96 5G,Size (L x W x H cm): 20 x 16 x 2cm," Stitching Skin Feel PU Case For OPPO A96 5G 1. Made of quality PU leather and TPU material, it may work for a long time. 2. It adequately protects devices from the normal scratches, dirt, tear and wear. 3. Holder design makes horizontal viewing more convenient. 4. With card slots, wallet, practical and functional. 5. Access to all ports and buttons easily without removing the case. ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO A16 - 3GB/32GB - 6.52 Inch - Crystal Black,"EGP 5,000.00","EGP 5,000.00",2%,https://www.jumia.com.eg/oppo-a16-3gb32gb-6.52-inch-crystal-black-39747942.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/24/974793/1.jpg?7826,SKU: OP872MP0EVAO9NAFAMZ Model: A16 Production Country: China Color: black,3GB 32GB 6.52  crystal black,Color: black," Display Size : 6.52 Inches Display Resolution : 720 x 1600 pixels Touch Screen : Yes Processor Chipset : MediaTek MT6765G Helio G35 Processor CPU : Octa-core Memory Internal : 32 GB Memory RAM : 3 GB Memory Card Slot : Up To 256GB Operating System Version : Android 11, ColorOS 11.1 Main Camera : 13 MP, f/2.2, 26mm (wide) + 2 MP, f/2.4, (macro) + 2 MP, f/2.4, (depth) Selfie Camera : 8 MP, f/2.0, (wide) Video Recording Type : 1080p@30fps Network Type : 2G,3G,4G SIM Card : Dual SIM SIM Type : Nano SIM WiFi : Yes Bluetooth : Yes Radio : Yes Battery capacity : 5000 mAh Weight : 190 g",3 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO A16S - 64GB/4GB - 6.52 Inch - Pearl Blue,"EGP 5,550.00","EGP 5,550.00",3%,https://www.jumia.com.eg/oppo-a16s-64gb4gb-6.52-inch-pearl-blue-39747943.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/34/974793/1.jpg?7826,SKU: OP872MP0KTMQ1NAFAMZ Model: A16s Production Country: China Color: pearl blue,4GB 64GB 6.52 inch  pearl blue ,Color: pearl blue," SCREEN : LCD 6,52"" HD+ DIMENSIONS AND WEIGHT :  163,8 x 75,6 x 8,4 mm , 190 g PROCESSOR : MediaTek Helio G35 RAM : 4 GB STORAGE : 64 GB FRONTAL CAMERA : 8 MP f / 2.0 REAR CAMERA :  13 MP f / 2.2 2 MP f / 2.4 mono 2 MP f / 2.4 macro BATTERY : 5,000 mAh Charge : 10W OS : Android 11 CONNECTIVITY :  LTE Wi-Fi ac NFC Bluetooth 5.0 USB-C Mini jack OTHERS :  Fingerprint reader on one side",3 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,TRUE,FALSE,phone
OPPO TPU Case For Vivo X50 Pro,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-tpu-case-for-vivo-x50-pro-34750240.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/04/205743/1.jpg?5462,SKU: OP872EA02I567NAFAMZ Model: B17629AC0=EDA002294628A Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Matte White Main Material: Multi-Material,"TPU material is non-toxic and tasteless, has excellent wear resistance, is not easy to age, and has bright colors It has better protection and functionality than ordinary plastics Precisely designed to fit your mobile phone Simple, stylish and easy to carry It fully protects the equipment from general scratches, dirt and abrasion All buttons and ports are easy to access",Size (L x W x H cm): 20 x 16 x 1cm," TPU Case For vivo X50 Pro 1. TPU material is non-toxic and tasteless, has excellent wear resistance, is not easy to age, and has bright colors. It has better protection and functionality than ordinary plastics. 2. Precisely designed to fit your mobile phone. 3. Simple, stylish and easy to carry. 4. It fully protects the equipment from general scratches, dirt and abrasion. 5. All buttons and ports are easy to access.  Note: The actual product is subject to the title model, and the model model in the picture is for reference only. ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO A54 - 128GB/4GB - 6.51 Inch - Pearl Blue,"EGP 6,000.00","EGP 6,000.00",8%,https://www.jumia.com.eg/oppo-a54-128gb4gb-6.51-inch-pearl-blue-40146581.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/18/564104/1.jpg?4123,SKU: OP872MP0B1W5KNAFAMZ Model: A54 Production Country: China Color: Pearl blue,4GB 128GB 6.51 inch  pearl blue ,Color: Pearl blue,"  NETWORK  Technology: GSM / HSPA / LTE  BODY  Dimensions: 163.6 x 75.7 x 8.4 mm Weight: 192 g SIM: Dual SIM (Nano-SIM, dual stand-by)  DISPLAY  Type: IPS LCD touchscreen Size: 6.51 inches (~82.6% screen-to-body ratio) 720 x 1600 pixels, 20:9 ratio (~270 ppi density)  PLATFORM  OS: Android 10 Chipset: Mediatek MT6765 Helio P35  MEMORY  Internal: 128 GB RAM: 4 GB  MAIN CAMERA  Triple: 13 MP, 2 MP, 2 MP Features: LED flash, HDR and panorama Video:  1080p@30fps  SELFIE CAMERA  Single: 16 MP Video: 1080p@30fps  SOUND  Loudspeaker: Yes 3.5 mm jack: Yes  COMMUNICATIONS  WLAN: Wi-Fi 802.11 b/g/n, and hotspot Bluetooth: 5.0, A2DP, LE GPS: Yes, with A-GPS, GLONASS and BDS USB Type-C 2.0  FEATURES  Sensors: Fingerprint (side-mounted), accelerometer, proximity, compass  BATTERY  Non-removable Li-Po 5000 mAh battery Fast charging 18W",2 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Ring Holder PC + TPU Case For Realme 10 Pro,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-ring-holder-pc-tpu-case-for-realme-10-pro-38250077.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/77/005283/1.jpg?2841,SKU: OP872EA19UHNNNAFAMZ Model: B17629FQT=EDA004158301A Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Black Main Material: Multi-Material,Ring Holder PC + TPU Case For Realme 10 Pro Ring Holder PC + TPU Case For Realme 10 Pro Ring Holder PC + TPU Case For Realme 10 Pro Ring Holder PC + TPU Case For Realme 10 Pro Ring Holder PC + TPU Case For Realme 10 Pro,Size (L x W x H cm): 20 x 16 x 1cm,"  Ring Holder PC + TPU Case For Realme 10 Pro 1. The case can fit your phone well and make a great difference on protecting your phone from scratch, shock, and so on. 2. All buttons and ports are accessible. 3. Made of PC and TPU material, it is tough and durable. 4. It is an affordable product. A very suitable price had n set for the case. 5. Magnetic ring holder makes it more convenient to use your phone.   ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Frosted Metal Phone Case For OPPO Reno9,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-frosted-metal-phone-case-for-oppo-reno9-39557669.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/96/675593/1.jpg?7940,SKU: OP872EA1LK3D5NAFAMZ Model: B17629KNI=EDA004187901A Production Country: China Size (L x W x H cm): 19 x 9 x 1cm Color: Black Main Material: Multi-Material,Frosted Metal Phone Case For OPPO Reno9 Frosted Metal Phone Case For OPPO Reno9 Frosted Metal Phone Case For OPPO Reno9 Frosted Metal Phone Case For OPPO Reno9 Frosted Metal Phone Case For OPPO Reno9,Size (L x W x H cm): 19 x 9 x 1cm,"  Frosted Metal Phone Case For OPPO Reno9 1. Made of TPU and metal material, strong and durable. 2. Precisely designed to fit your phone precisely. 3. Fully protect the device from normal scratches, dirt, tears and wear. 4. The shape is simple, leaving a pure and comfortable impression to everyone. 5. All buttons and ports are accessible.  Note: The real object is subject to the title model, and the picture model is for reference only.   ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,TRUE,TRUE,phone
OPPO USB Type-C Data Cable Charging Cord WHT DL143,Shipped from abroad,Shipped from abroad,,https://www.jumia.com.eg/oppo-usb-type-c-data-cable-charging-cord-wht-dl143-37911281.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/18/211973/1.jpg?1487,SKU: OP872EA0AUCG5NAFAMZ Model: DL143,"Due to the international shipment from Japan, we will ship out your order within 7 business days, and the product will be delivered to you within approximately 2 weeks from the date of shipment.",Model: DL143," USB Type-C data cable. When using Quick Charge fast charging, please use it together with the AC adapter (sold separately) dedicated to Quick Charge.",5 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO For Vivo X60 Sheepskin Texture Case,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-for-vivo-x60-sheepskin-texture-case-34756769.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/96/765743/1.jpg?6249,SKU: OP872EA1LM0XBNAFAMZ Model: B17629AC0=EDA001594104B Production Country: China Size (L x W x H cm): 20 x 10 x 2cm Color: Red Main Material: Multi-Material,For Vivo X60 Sheepskin Texture Case For Vivo X60 Sheepskin Texture Case For Vivo X60 Sheepskin Texture Case For Vivo X60 Sheepskin Texture Case For Vivo X60 Sheepskin Texture Case,Size (L x W x H cm): 20 x 10 x 2cm," For Vivo X60 Sheepskin Texture Case 1. Made of PU leather and TPU material, it may work for a long time. 2. It adequately protects devices from the normal scratches, dirt, tear and wear. 3. Holder design makes horizontal viewing more convenient. 4. With card slots and wallet, practical and functional. 5. Access to all ports and buttons easily without removing the case.  Note: The actual product is subject to the title model, the model hine of the picture is only for effect reference ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Leather Case For Vivo Y16,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-leather-case-for-vivo-y16-34772078.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/87/027743/1.jpg?7834,SKU: OP872EA1FTB1BNAFAMZ Model: B17629AC0=EDA003881610B Production Country: China Size (L x W x H cm): 16 x 8 x 1cm Color: Pink Main Material: Multi-Material,Leather Case For vivo Y16 Leather Case For vivo Y16 Leather Case For vivo Y16 Leather Case For vivo Y16 Leather Case For vivo Y16,Size (L x W x H cm): 16 x 8 x 1cm," Leather Case For vivo Y16 1. Made of PU leather and TPU material, it may work for a long time. 2. It adequately protects devices from the normal scratches, dirt, tear and wear. 3. Holder design makes horizontal viewing more convenient. 4. With card slots, lanyard and wallet, practical and functional. 5. Access to all ports and buttons easily without removing the case. ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO TPU Phone Case For Vivo T1,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-tpu-phone-case-for-vivo-t1-34758507.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/70/585743/1.jpg?6412,SKU: OP872EA160WB3NAFAMZ Model: B17629AC0=EDA002382218A Production Country: China Size (L x W x H cm): 15 x 12 x 1cm Color: Matte Black Main Material: Multi-Material,"Simple, comfortable and easy to carry. It adequately protects devices from the normal scratches, dirt, tear and wear. Made of TPU material, it may work for a long time. Good reception signal. Access to all ports and buttons easily without removing the case.",Size (L x W x H cm): 15 x 12 x 1cm," TPU Phone Case For vivo T1 1. Simple, comfortable and easy to carry. 2. It adequately protects devices from the normal scratches, dirt, tear and wear. 3. Made of TPU material, it may work for a long time. 4. Good reception signal. 5. Access to all ports and buttons easily without removing the case.  Note: The actual product is subject to the title model, the model of the picture is for reference only. ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
"OPPO Stuffed toys, animals, products from Japan",Shipped from abroad,Shipped from abroad,,https://www.jumia.com.eg/oppo-stuffed-toys-animals-products-from-japan-26173815.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/51/837162/1.jpg?0258,SKU: OP872TG0UV1T6NAFAMZ,"Due to the oversea shipment from Japan, we will ship out your order from our warehouse within 7 business days, and the product will be delivered to you within 10 working ways from the order date.",SKU: OP872TG0UV1T6NAFAMZ," Stuffed toys, animals, products from Japan",5 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Ring Holder PC + TPU Case For Realme 10 Pro,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-ring-holder-pc-tpu-case-for-realme-10-pro-38250225.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/52/205283/1.jpg?2835,SKU: OP872EA0V2XURNAFAMZ Model: B17629FQT=EDA004158301C Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Red Main Material: Multi-Material,Ring Holder PC + TPU Case For Realme 10 Pro Ring Holder PC + TPU Case For Realme 10 Pro Ring Holder PC + TPU Case For Realme 10 Pro Ring Holder PC + TPU Case For Realme 10 Pro Ring Holder PC + TPU Case For Realme 10 Pro,Size (L x W x H cm): 20 x 16 x 1cm,"  Ring Holder PC + TPU Case For Realme 10 Pro 1. The case can fit your phone well and make a great difference on protecting your phone from scratch, shock, and so on. 2. All buttons and ports are accessible. 3. Made of PC and TPU material, it is tough and durable. 4. It is an affordable product. A very suitable price had n set for the case. 5. Magnetic ring holder makes it more convenient to use your phone.   ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,TRUE,phone
OPPO 3 In 1 Phone Case For Vivo Y21 / Y33S / Y21S / T1X 4G,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-3-in-1-phone-case-for-vivo-y21-y33s-y21s-t1x-4g-34759389.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/98/395743/1.jpg?6322,SKU: OP872EA1MKYN3NAFAMZ Model: B17629AC0=EDA003831605C Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Black Main Material: Multi-Material,3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G,Size (L x W x H cm): 20 x 16 x 1cm," 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 1. Materials: Made of soft TPU material, soft, smooth, durable and very easy to clean. Soft TPU rubber bumper edges and candy color PC frame make your phone more fashionable. Soft comfortable touch while provide extreme drop protection and scratch resistant. 2. Crystal Clear: Anti-Yellowing scratch-resistant back shows off your phone original look with stunning clarity that lasts. 3. Full Protection: Reinforced airbag four corners provide protection against drops while raised screen and camera edges protect against scratches. 4. Slim and Light: Keep your phone original sleek feel; slim back allows you to charge wirelessly with your case on. 5. Scratch Resistant: Clear soft TPU back not yellows and resists scratches ensuring your phone stays crystal clear for longer. 6. Precision : Precise cut, easy access button, access to the charging port, headphone jack, volume buttons and silent button. ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO 3 In 1 Phone Case For Vivo Y21 / Y33S / Y21S / T1X 4G,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-3-in-1-phone-case-for-vivo-y21-y33s-y21s-t1x-4g-34759690.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/09/695743/1.jpg?6292,SKU: OP872EA05RTA7NAFAMZ Model: B17629AC0=EDA003831605E Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Purple Main Material: Multi-Material,3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G,Size (L x W x H cm): 20 x 16 x 1cm," 3 in 1 Phone Case For vivo Y21 / Y33S / Y21S / T1X 4G 1. Materials: Made of soft TPU material, soft, smooth, durable and very easy to clean. Soft TPU rubber bumper edges and candy color PC frame make your phone more fashionable. Soft comfortable touch while provide extreme drop protection and scratch resistant. 2. Crystal Clear: Anti-Yellowing scratch-resistant back shows off your phone original look with stunning clarity that lasts. 3. Full Protection: Reinforced airbag four corners provide protection against drops while raised screen and camera edges protect against scratches. 4. Slim and Light: Keep your phone original sleek feel; slim back allows you to charge wirelessly with your case on. 5. Scratch Resistant: Clear soft TPU back not yellows and resists scratches ensuring your phone stays crystal clear for longer. 6. Precision : Precise cut, easy access button, access to the charging port, headphone jack, volume buttons and silent button. ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
Apple IPhone 11 With FaceTime - 128GB - Black,"EGP 25,210.00","EGP 25,900.00",3%,https://www.jumia.com.eg/iphone-11-with-facetime-128gb-black-apple-mpg697654.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/300312/1.jpg?1766,"SKU: AP848MP05JC60NAFAMZ Model: iPhone 11 128GB Size (L x W x H cm): 150.9 x 75.7 x 8.3 mm Color: Black Main Material: Front/Back Glass, Aluminum Frame","6.1-inch Liquid Retina IPS Touch Display 128 GB Internal Storage 12 + 12 MP Back Camera, 12 MP + TOF Front Camera Hexa-core CPU (2x2.65 GHz + 4x1.8 GHz), 4 GB RAM Li-Ion 3046 mAh Battery, Wireless Charging OS: iOS 13, Face ID",Color: Black,"  Just the right amount of everything.  A new dual-camera system captures more of what you see and love. The fastest chip ever in a smartphone and all-day battery life let you do more and charge less. And the highest-quality video in a smartphone, so your memories look better than ever.        Roses are red, violets are violet.  Liquid Retina LCD.: The true-to-life all-screen design makes everything look amazing. True Tone.: Adjusts the white balance to match the color temperature of the light around you. Tap or raise to wake.: Your iPhone is ready in an instant. Haptic Touch.: Do all kinds of essential things faster with contextual menus and shortcuts.        All-new dual-camera system  Take your photos from wide to ultra wide. A redesigned interface uses the new Ultra Wide camera to show you what’s happening outside the frame — and lets you capture it. Shoot and edit videos as easily as you do photos. It’s the world’s most popular camera, now with a whole new perspective.  12MP Wide: The new Wide sensor has 100 percent Focus Pixels for up to three times faster autofocus in low light. 12MP Ultra Wide: Capturing four times more scene, it's great for landscapes, travel, groups, large interiors, and action shots.        Take portraits to new places.  With new kinds of portraits and more lighting controls, the dual cameras in iPhone 11 work together to create stunning images. And Portrait mode now works with everything you love to shoot — that includes your best friends, two‑legged or four.        A chip that’s all Pro  A13 Bionic is so powerful, everything you do is fast and fluid. It also works in the most power-efficient way possible, so your battery lasts longer. In fact, A13 Bionic is so advanced, it’s years ahead of the pack.        The most secure facial authentication in a smartphone  Face ID lets you unlock your iPhone instantly, and it’s even more secure than Touch ID. With just a glance you can sign in to apps, access accounts, and pay with Apple Pay. And setting it up is quick and simple.        All-day battery life  Hardware and software work together to get the most out of your battery. And thanks to fast-charge capability, you can recharge in less time.        Designed to take a spill and a splash.  The toughest glass in a smartphone: Front glass and back glass are strengthened through a dual ion-exchange process. Water resistant to twice the depth: iPhone 11 is water resistant up to 2 meters for up to 30 minutes — double the depth of iPhone XR.        Some other good stuff  Spatial Audio.: Simulates surround sound for a more immersive experience. Dolby Atmos.: Sound moves around you in 3D space — you feel like you’re inside the action. Wireless Charging.: Put your iPhone on any Qi-certified charger for cord-free charging. Fast-Charge Capable.: Charge your battery to up to 50 percent in just 30 minutes with an 18W adapter (sold separately). Faster Wi-Fi.: Wi-Fi 6 (802.11ax) lets you download up to 38 percent faster. Audio Sharing.: Pair two sets of AirPods or Beats headphones to one iPhone.        Technical Specifications:     Display  Display Size: 6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio) Display Resolution: 828 x 1792 pixels, 19.5:9 ratio (~326 ppi density) Display Type: Liquid Retina IPS LCD capacitive touchscreen, 16M colors Protection: Scratch-resistant glass, oleophobic coating 625 nits Dolby Vision HDR10 True-tone Wide color gamut 120 Hz touch-sensing  Back Camera  1st Lens: 12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, PDAF, OIS 2nd Lens: 12 MP, f/2.4, 13mm (ultrawide) Camera Features: Quad-LED dual-tone flash, HDR (photo/panorama) Video: Yes, 2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.  Front Camera  1st Lens: 12 MP, f/2.2 2nd Lens: TOF 3D camera Camera Features: HDR Video: Yes, 2160p@24/30/60fps, 1080p@30/60/120fps, gyro-EIS  Processor  Chipset: Apple A13 Bionic (7 nm+) CPU: Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder) GPU: Apple GPU (4-core graphics)  Memory  System Memory: 4 GB RAM Internal Memory: 128 GB Storage Card Slot: No  Operating System  iOS 13  Sound  Loud Speaker: Yes, with stereo speakers 3.5mm Jack: No Active noise cancellation with dedicated mic Dolby Atmos Dolby Digital Plus  General  2G Network: GSM 850 / 900 / 1800 / 1900 3G Network: HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 4G Network: LTE SIM: Nano-SIM  Data  Speed: HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat16 1024/150 Mbps WLAN: Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot Bluetooth: Yes, v5.0, A2DP, LE USB: Yes, v2.0, proprietary reversible connector  Features  Sensors: Face ID, accelerometer, gyro, proximity, compass, barometer Radio: No GPS: Yes, with A-GPS, GLONASS, GALILEO, QZSS  Power  Battery: Non-removable Li-Ion 3046 mAh battery Fast Battery Charging: 18W: 50% in 30 min Wireless Charging: Qi wireless charging  Body  Build: Front/Back Glass, Aluminum Frame (7000 Series) Dimensions: 150.9 x 75.7 x 8.3 mm Weight: 194 g IP68 dust/water resistant (up to 2m for 30 mins)  In the Box  iPhone EarPods with Lightning Connector Lightning to USB Cable",7 units left,4.3 out of 5 (40 verified ratings),Apple,TRUE,TRUE,phone
"Apple IPhone 13 , 128GB , Midnight","EGP 33,850.00","EGP 34,900.00",3%,https://www.jumia.com.eg/apple-iphone-13-128gb-midnight-27152502.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/525172/1.jpg?2712,"SKU: AP848MP0C7XBONAFAMZ Model: IPhone 13 Production Country: China Size (L x W x H cm): 146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in) Color: Midnight Main Material: Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame","Display : 6.1‑inch, Super Retina XDR display Chip : A15 Bionic chip Main Camera : Dual 12MP camera system Selife Camera : 12MP camera Operating System : iOS 15 Water, and Dust Resistant : Rated IP68 Video Recording : Cinematic mode for recording video Charging : Fast charging 20W Body : Ceramic Shield front / Glass back and aluminum design",Size (L x W x H cm): 146.7 x 71.5 x 7.7 mm (5.78 x 2.81 x 0.30 in)," 6.1-inch Super Retina XDR display. Cinematic mode adds shallow depth of field and shifts focus automatically in your videos. Advanced dual-camera system with 12MP Wide and Ultra Wide cameras; Photographic Styles, Smart HDR 4, Night mode, 4K Dolby Vision HDR recording. 12MP TrueDepth front camera with Night mode, 4K Dolby Vision HDR recording. A15 Bionic chip for lightning-fast performance. Up to 19 hours of video playback Durable design with Ceramic Shield. Industry-leading IP68 water resistance. 5G for superfast downloads and high-quality streaming iOS 15 packs new features to do more with iPhone than ever before. Supports MagSafe accessories for easy attach and faster wireless charging.",3 units left,0 out of 5 (No ratings available),Apple,TRUE,TRUE,phone
